ax,ay,az,gx,gy,gz,time
405490.0,0.06,1.28,18.21,0.12,-0.08,-0.42
405503.0,-0.88,0.75,19.78,0.44,-0.2,-0.38
405517.0,-0.76,0.31,19.86,0.81,-0.28,-0.31
405530.0,-0.33,-0.34,17.58,1.38,-0.41,-0.2
405543.0,-0.22,-0.46,15.48,1.44,-0.52,-0.18
405556.0,0.18,-0.49,9.37,1.32,-0.71,-0.09
405569.0,-0.11,-0.02,5.74,1.25,-0.62,-0.04
405582.0,0.15,1.15,0.28,1.35,-0.18,0.12
405595.0,0.75,1.15,-1.5,1.46,0.01,0.11
405608.0,1.28,0.75,-3.19,1.22,0.29,-0.1
405621.0,2.33,-0.79,-5.67,0.86,0.37,-0.24
405634.0,2.56,-0.21,-5.45,-0.23,0.43,-0.48
405697.0,-15.32,0.0,75.48,0.0,6.42,0.0
405724.0,-15.32,0.0,75.48,0.0,6.42,0.0
405734.0,-15.32,0.0,75.48,0.0,4.65,0.0
405744.0,-15.32,0.0,75.48,0.0,6.42,0.0
405755.0,-15.32,0.0,75.48,0.0,6.42,0.0
405765.0,-15.32,0.0,75.48,0.0,4.65,0.0
405778.0,-0.09,0.82,19.37,0.83,-0.46,-0.09
405791.0,0.01,-0.91,16.1,1.49,-1.37,-0.06
405804.0,0.85,-1.45,7.92,1.59,-1.62,0.04
405817.0,0.84,-0.78,2.69,1.5,-1.32,0.13
405830.0,1.28,0.76,-4.8,1.43,-0.94,0.18
405843.0,1.38,0.96,-7.49,1.12,0.22,0.23
405856.0,1.52,0.15,-10.24,0.85,0.79,0.15
405869.0,2.18,-0.69,-10.15,0.16,1.61,-0.28
405883.0,3.42,-1.54,-6.47,-0.16,1.9,-0.57
405896.0,3.12,-0.46,0.32,-1.2,1.61,-0.93
405909.0,0.61,-0.09,9.61,-2.0,1.07,-1.05
405922.0,-0.45,-0.38,14.04,-2.71,0.55,-1.07
405935.0,-3.65,-1.72,24.46,-2.01,0.02,-0.82
405948.0,-3.95,-1.37,29.51,-0.85,-0.01,-0.53
405961.0,-2.3,2.01,32.46,0.51,0.15,0.03
405974.0,-1.61,3.73,30.49,0.5,0.15,0.37
405987.0,0.45,5.33,24.1,0.68,-0.24,0.61
406000.0,0.72,5.02,20.43,0.91,-0.64,0.49
406013.0,0.49,3.28,12.92,1.25,-1.59,0.18
406026.0,0.46,1.9,8.63,1.18,-1.92,0.11
406039.0,0.22,0.96,4.11,0.92,-1.9,-0.06
406052.0,-0.03,-0.62,-4.41,0.98,-1.5,-0.13
406065.0,0.13,-0.67,-6.74,1.07,-0.14,-0.14
406078.0,0.93,-0.24,-8.09,0.79,0.51,-0.06
406091.0,1.36,-0.81,-7.84,0.05,1.48,-0.03
406104.0,2.85,-1.42,-5.35,-0.14,1.79,-0.23
406117.0,3.04,-1.34,-1.1,-0.75,1.97,-0.6
406131.0,1.62,1.54,8.89,-1.73,1.49,-0.68
406144.0,-0.16,0.79,13.46,-2.31,0.56,-0.63
406157.0,-3.05,-0.96,22.49,-1.64,0.43,-0.58
406170.0,-4.02,-0.55,27.12,0.19,0.59,-0.18
406183.0,-3.92,2.3,31.11,0.58,0.72,0.08
406196.0,-3.3,3.52,29.32,0.76,0.51,0.66
406209.0,-1.09,5.04,22.75,0.81,0.15,0.74
406222.0,-0.24,4.73,18.83,0.95,-0.91,0.43
406235.0,0.4,2.6,11.53,1.02,-1.5,0.26
406248.0,0.87,1.59,7.72,0.72,-2.34,0.03
406261.0,0.74,0.16,-1.21,0.52,-2.28,-0.03
406274.0,0.92,-0.03,-5.24,0.38,-1.26,-0.07
406287.0,1.43,0.42,-8.3,0.5,-0.46,-0.06
406300.0,2.41,0.34,-7.68,0.41,0.33,-0.03
406313.0,3.81,-0.61,-5.72,0.21,1.54,-0.14
406326.0,4.13,0.42,-2.97,0.16,1.88,-0.4
406339.0,2.77,2.57,5.5,-0.86,1.42,-0.83
406352.0,1.04,2.0,9.62,-1.74,0.98,-0.87
406365.0,-2.04,0.03,16.88,-2.42,0.19,-0.99
406378.0,-2.85,-1.04,21.65,-1.93,0.11,-0.82
406392.0,-3.42,-0.95,26.2,-0.39,0.5,-0.13
406405.0,-3.03,1.63,28.1,0.1,0.62,0.27
406418.0,-3.0,1.87,25.94,0.29,0.36,0.94
406431.0,-0.91,3.88,20.43,0.38,0.02,1.06
406444.0,0.08,4.14,17.17,0.42,-1.01,0.82
406457.0,0.52,2.3,10.01,0.44,-1.53,0.6
406470.0,0.61,1.5,6.87,0.57,-2.0,0.19
406483.0,1.13,-0.07,-0.51,0.58,-1.87,0.04
406496.0,0.84,-0.28,-3.74,0.51,-0.76,-0.06
406509.0,1.8,0.32,-6.41,0.41,-0.06,-0.08
406522.0,2.77,-0.09,-6.19,0.01,1.24,-0.17
406535.0,3.11,0.05,-1.79,-0.22,1.64,-0.3
406548.0,2.93,0.89,1.26,-0.83,1.54,-0.56
406561.0,1.23,0.9,7.25,-1.18,1.25,-0.7
406574.0,-0.38,0.64,11.43,-1.39,0.61,-0.74
406587.0,-3.8,-0.71,20.86,-1.06,0.43,-0.56
406600.0,-5.61,-1.4,27.75,-0.16,0.35,0.07
406613.0,-4.19,1.72,29.27,-0.06,0.52,0.57
406626.0,-3.73,2.58,27.86,0.3,0.29,1.11
406640.0,-1.31,4.02,22.35,0.42,0.02,1.13
406653.0,-0.5,4.36,19.5,0.75,-1.03,0.73
406666.0,0.6,2.03,12.91,0.81,-1.7,0.48
406679.0,1.13,0.82,9.64,0.73,-2.25,0.27
406692.0,1.36,-0.18,1.74,0.58,-2.76,-0.02
406705.0,1.58,-0.6,-2.28,0.42,-2.68,-0.04
406718.0,1.6,-1.23,-7.87,0.15,-1.6,0.14
406731.0,1.83,-1.19,-8.96,-0.06,-0.73,0.3
406744.0,2.71,-1.13,-7.84,-0.57,0.89,0.52
406757.0,2.15,-0.8,-5.07,-0.65,1.47,0.46
406770.0,2.28,-0.67,0.62,-1.52,1.31,0.04
406783.0,0.91,1.07,8.58,-2.15,1.12,-0.16
406796.0,-0.06,-0.0,12.77,-2.07,0.76,-0.64
406809.0,-2.98,-1.36,22.17,-1.14,0.57,-0.76
406822.0,-3.64,-1.97,26.88,0.44,0.33,-0.62
406835.0,-1.63,-1.52,30.68,0.7,0.46,-0.26
406848.0,-0.65,-0.93,28.97,0.67,0.53,0.34
406861.0,0.68,2.44,21.34,0.84,0.31,0.39
406874.0,1.15,2.98,17.93,1.12,-0.62,0.12
406888.0,1.24,2.67,10.11,1.08,-1.07,-0.09
406901.0,1.41,2.22,5.48,1.02,-1.27,-0.25
406914.0,1.25,1.32,-2.9,1.06,-1.04,-0.16
406927.0,1.15,0.89,-5.99,0.94,-0.01,0.08
406940.0,1.73,0.09,-7.64,0.71,0.63,0.18
406953.0,2.05,0.01,-6.88,-0.04,1.48,0.13
406966.0,2.79,-0.01,-3.28,-0.34,1.68,-0.0
406979.0,3.29,0.15,-0.01,-0.72,1.44,-0.57
406992.0,1.62,0.64,7.71,-1.13,1.09,-0.83
407005.0,-0.42,0.89,12.1,-2.16,0.3,-1.1
407018.0,-4.43,-1.31,23.24,-1.96,0.09,-0.96
407031.0,-6.75,-2.91,31.64,-1.2,0.1,-0.59
407044.0,-4.08,-0.97,32.51,0.56,0.56,0.48
407057.0,-2.62,0.94,30.28,0.91,0.6,0.95
407070.0,0.13,4.21,21.93,0.9,0.13,1.31
407083.0,0.6,4.48,17.69,0.97,-0.42,1.11
407096.0,1.36,2.91,10.94,0.85,-1.83,0.37
407109.0,1.82,1.59,7.18,0.58,-2.35,0.09
407122.0,1.91,-0.21,-1.22,0.21,-2.61,-0.14
407136.0,1.61,-0.67,-4.81,0.28,-2.31,-0.05
407149.0,1.37,-0.38,-7.3,0.61,-0.79,0.26
407162.0,2.46,1.11,-8.37,0.7,0.1,0.41
407175.0,2.57,1.11,-7.65,0.7,1.45,0.41
407188.0,2.83,0.27,-2.58,0.12,1.49,0.17
407201.0,2.39,0.75,1.27,-0.89,1.36,-0.27
407214.0,1.38,-0.93,7.6,-1.29,1.2,-0.55
407227.0,0.08,-1.05,11.26,-1.88,1.02,-0.83
407240.0,-3.1,-2.15,20.69,-1.67,1.02,-0.78
407253.0,-3.94,-2.35,24.87,-0.65,1.16,-0.29
407266.0,-3.74,-0.53,28.68,-0.07,1.2,0.09
407279.0,-3.23,0.73,28.14,0.71,0.89,0.76
407292.0,-0.78,3.94,23.17,0.96,0.48,0.86
407305.0,0.42,4.36,19.31,1.03,-0.67,0.58
407318.0,1.07,2.83,12.89,0.9,-1.33,0.28
407331.0,1.64,1.32,9.74,0.43,-2.43,-0.19
407344.0,2.64,-0.15,3.44,0.18,-2.75,-0.31
407357.0,2.33,-0.18,-0.2,0.01,-2.61,-0.21
407370.0,1.29,0.88,-7.63,0.11,-2.0,-0.06
407383.0,1.04,2.29,-10.01,0.41,0.04,0.3
407397.0,2.31,1.25,-9.38,0.46,1.09,0.33
407410.0,1.94,0.97,-5.12,0.56,1.86,0.12
407423.0,1.41,-0.03,2.15,-0.63,2.02,-0.48
407436.0,0.45,-1.26,6.02,-1.56,1.98,-0.76
407449.0,-2.47,-3.51,16.19,-2.29,1.69,-1.16
407462.0,-4.09,-3.74,22.07,-2.15,1.56,-1.08
407475.0,-5.62,-3.11,29.2,-0.64,1.34,-0.33
407488.0,-4.61,-0.75,29.12,0.15,1.12,0.19
407501.0,-4.08,0.85,27.4,0.95,0.25,0.96
407514.0,-0.64,3.7,21.56,0.75,-0.29,1.01
407527.0,0.6,4.13,18.68,0.23,-1.53,0.5
407540.0,1.01,1.98,12.83,0.12,-2.05,0.18
407553.0,1.45,1.18,9.9,0.03,-2.5,-0.3
407566.0,2.21,-0.51,2.77,0.04,-2.37,-0.38
407579.0,2.0,-0.38,-0.51,0.57,-1.32,-0.28
407592.0,1.89,1.49,-3.17,0.77,-0.5,-0.12
407605.0,2.29,1.59,-2.92,0.58,0.92,0.07
407618.0,2.6,1.3,-1.71,0.46,1.41,0.02
407631.0,2.18,1.34,0.63,-0.09,1.76,-0.33
407645.0,1.56,0.87,6.21,-0.47,1.69,-0.46
407658.0,0.56,-0.04,8.33,-1.1,1.21,-0.66
407671.0,-1.64,-2.07,13.52,-1.16,0.91,-0.62
407684.0,-2.18,-2.23,16.43,-1.17,0.32,-0.23
407697.0,-2.46,-1.18,18.78,-1.31,0.07,0.05
407710.0,-1.72,-0.3,18.61,-1.2,-0.32,0.35
407723.0,0.29,1.55,17.04,-1.11,-0.49,0.24
407736.0,2.21,1.64,14.16,0.43,-0.68,0.18
407749.0,1.08,-0.49,11.13,1.02,-0.59,0.18
407762.0,-0.11,1.06,9.39,1.83,-0.61,-0.28
407775.0,0.42,0.12,7.63,1.58,-0.35,-0.29
407788.0,0.26,-0.05,8.14,1.2,-0.19,-0.16
407801.0,0.01,1.44,8.21,1.07,0.52,-0.06
407814.0,-0.25,1.31,8.1,0.48,0.84,0.0
407827.0,-1.43,0.64,7.34,0.0,1.29,0.11
407840.0,-1.79,0.62,6.66,-0.04,1.34,0.15
407853.0,-1.81,0.22,6.32,-0.07,1.1,0.28
407866.0,-1.69,0.48,6.43,-0.04,0.87,0.34
407879.0,-1.47,0.7,7.0,0.01,0.23,0.53
407893.0,-0.73,1.31,8.46,0.14,-0.12,0.6
407906.0,-0.24,1.65,9.37,0.35,-0.66,0.68
407919.0,0.93,2.56,10.82,0.3,-0.79,0.69
407932.0,1.21,2.84,11.49,0.01,-0.78,0.62
407945.0,1.15,2.59,12.34,-0.01,-0.57,0.52
407958.0,1.07,2.49,12.16,0.03,0.02,0.23
407971.0,0.61,1.82,11.25,-0.08,0.29,0.1
407984.0,0.5,1.27,10.69,-0.3,0.62,0.04
407997.0,0.0,0.35,9.39,-0.36,0.65,0.06
408010.0,-0.24,0.08,8.84,-0.25,0.47,0.2
408023.0,-0.53,-0.09,8.26,-0.17,0.28,0.25
408036.0,-0.57,-0.08,8.36,-0.05,-0.07,0.3
408049.0,-0.36,-0.03,8.85,-0.02,-0.18,0.32
408062.0,-0.32,0.03,9.05,-0.01,-0.3,0.35
408075.0,-0.14,0.23,9.51,-0.06,-0.28,0.34
408088.0,-0.02,0.15,9.67,-0.22,-0.19,0.32
408101.0,-0.22,0.09,10.24,-0.29,-0.14,0.29
408114.0,-0.18,-0.01,10.47,-0.38,-0.04,0.27
408127.0,-0.12,-0.05,10.76,-0.42,-0.01,0.29
408141.0,-0.15,-0.24,10.76,-0.44,0.0,0.33
408154.0,0.19,-0.15,10.56,-0.4,0.0,0.45
408167.0,0.41,0.02,10.39,-0.44,0.03,0.53
408180.0,0.41,0.34,10.21,-0.52,0.12,0.62
408193.0,0.32,0.54,10.01,-0.51,0.15,0.62
408206.0,0.17,0.61,10.15,-0.43,0.07,0.51
408219.0,0.17,0.45,10.19,-0.35,0.01,0.44
408232.0,0.06,0.22,10.6,-0.22,-0.05,0.35
408245.0,0.08,-0.42,11.44,-0.25,-0.26,0.36
408258.0,0.7,-0.58,11.26,0.25,-0.72,0.55
408271.0,0.98,1.01,11.61,0.23,-0.53,0.62
408284.0,1.42,0.88,11.6,-0.08,0.18,0.46
408297.0,1.37,1.2,10.94,-0.19,0.41,0.41
408310.0,0.88,1.18,10.44,-0.31,0.57,0.29
408323.0,0.21,0.59,9.52,-0.3,0.55,0.18
408336.0,0.23,0.22,9.22,-0.14,0.33,0.08
408349.0,0.25,-0.52,9.03,-0.09,0.19,0.1
408362.0,0.25,-0.62,9.01,0.03,-0.03,0.27
408375.0,0.56,-0.24,9.23,0.04,-0.11,0.35
408388.0,0.67,0.25,9.25,0.04,-0.21,0.44
408402.0,0.44,0.77,9.37,0.02,-0.23,0.4
408415.0,0.36,0.72,9.41,0.05,-0.26,0.23
408428.0,0.35,0.35,9.57,0.06,-0.25,0.15
408441.0,0.35,-0.04,9.59,-0.01,-0.15,0.1
408454.0,0.35,-0.2,9.63,-0.07,-0.09,0.11
408467.0,0.25,-0.26,9.53,-0.15,-0.05,0.14
408480.0,-0.29,-0.53,10.92,-0.19,-0.29,0.16
408493.0,0.02,-0.56,10.97,0.5,-0.66,0.24
408506.0,0.57,0.56,10.65,0.4,-0.54,0.24
408519.0,0.95,0.26,10.58,0.19,-0.34,0.24
408532.0,1.1,0.6,10.01,0.03,0.08,0.11
408545.0,0.91,0.5,9.49,-0.08,0.19,0.07
408558.0,0.53,-0.23,9.31,-0.08,-0.1,-0.02
408571.0,0.51,-0.4,9.46,0.14,-0.33,-0.04
408584.0,0.84,-0.24,9.86,0.32,-0.38,-0.07
408597.0,1.09,-0.37,9.95,0.18,-0.25,-0.09
408610.0,1.06,-0.38,10.04,0.01,-0.19,-0.02
408623.0,0.91,-0.14,10.07,0.08,-0.21,0.04
408636.0,0.81,0.21,10.0,0.05,-0.2,0.06
408650.0,0.53,0.32,10.11,-0.01,-0.17,0.03
408663.0,0.41,0.13,10.28,0.05,-0.15,-0.05
408676.0,0.51,-0.08,10.46,0.12,-0.13,-0.07
408689.0,0.5,-0.11,10.34,0.16,-0.06,-0.04
408702.0,0.81,-0.07,10.01,0.09,-0.0,-0.0
408715.0,0.71,-0.06,9.88,-0.05,0.03,0.07
408728.0,0.49,0.11,9.42,-0.06,0.01,0.1
408741.0,0.51,0.11,9.36,-0.03,-0.08,0.1
408754.0,0.62,0.15,9.39,-0.02,-0.13,0.09
408767.0,0.86,0.21,9.47,0.03,-0.22,0.1
408780.0,1.09,0.34,9.85,0.03,-0.25,0.1
408793.0,1.26,0.34,10.01,0.08,-0.28,0.06
408806.0,1.5,0.54,10.22,0.1,-0.27,0.02
408819.0,1.65,0.45,10.44,0.13,-0.21,-0.06
408832.0,1.55,0.28,10.72,0.14,-0.14,-0.12
408845.0,1.55,0.13,10.84,0.1,0.04,-0.2
408858.0,1.82,-0.02,11.27,0.09,0.15,-0.22
408871.0,2.1,-0.11,11.42,0.05,0.39,-0.24
408884.0,2.5,0.04,11.27,0.02,0.53,-0.25
408898.0,2.59,0.01,10.9,-0.02,0.66,-0.25
408911.0,2.82,0.26,9.69,0.07,0.68,-0.28
408924.0,2.81,0.44,9.52,0.14,0.56,-0.32
408937.0,2.83,0.32,9.62,0.3,0.11,-0.5
408950.0,3.12,0.28,9.58,0.44,-0.15,-0.61
408963.0,3.44,0.51,10.34,0.65,-0.63,-0.73
408976.0,3.28,0.48,11.06,0.68,-0.81,-0.8
408989.0,2.99,0.49,12.05,0.88,-0.95,-0.98
409002.0,2.82,0.6,13.87,0.98,-0.88,-1.09
409015.0,2.43,0.59,14.46,0.84,-0.38,-1.3
409028.0,1.01,0.14,14.08,0.6,0.01,-1.35
409041.0,-0.22,-0.47,13.03,0.18,0.86,-1.3
409054.0,-2.79,-2.01,8.94,-0.03,1.26,-1.21
409067.0,-4.18,-2.74,6.35,-0.52,1.76,-0.86
409080.0,-5.6,-3.64,2.34,-0.68,1.7,-0.54
409093.0,-5.53,-3.44,0.77,-0.57,1.09,0.18
409106.0,-3.52,-1.91,-0.91,-0.61,0.63,0.52
409119.0,-2.31,-0.75,-0.68,-0.75,-0.52,1.0
409132.0,0.22,1.86,2.75,-0.71,-1.08,1.08
409146.0,1.12,3.0,5.53,-0.57,-2.04,0.91
409159.0,1.93,3.49,11.9,-0.35,-2.32,0.68
409172.0,2.44,3.71,14.7,-0.35,-2.28,0.12
409185.0,3.59,3.32,18.96,-0.39,-2.06,-0.06
409198.0,4.27,3.0,20.03,-0.02,-1.39,-0.23
409211.0,5.31,2.73,20.69,0.28,-0.95,-0.29
409224.0,5.16,2.76,20.21,0.79,0.03,-0.53
409237.0,4.16,2.7,18.09,0.84,0.46,-0.71
409250.0,3.37,2.09,16.28,0.79,0.79,-0.88
409263.0,1.65,0.71,10.32,0.93,1.55,-1.06
409276.0,0.54,0.24,6.95,0.75,1.91,-1.04
409289.0,-1.25,-1.16,0.91,0.27,2.25,-0.75
409302.0,-1.86,-1.54,-1.29,0.08,2.23,-0.62
409315.0,-2.49,-1.56,-3.63,-0.29,1.69,-0.28
409328.0,-2.17,-1.35,-3.52,-0.61,1.25,-0.11
409341.0,-1.28,-0.28,-0.31,-1.0,0.04,0.18
409354.0,-0.91,0.5,2.44,-0.89,-0.6,0.24
409367.0,-0.64,1.06,5.65,-0.83,-1.63,0.1
409380.0,-0.03,1.62,14.41,-0.79,-1.89,-0.05
409393.0,1.2,1.33,15.95,-0.78,-1.68,-0.31
409407.0,2.43,1.53,19.84,-0.52,-1.27,-0.36
409420.0,2.76,1.6,20.26,-0.5,-0.01,-0.41
409433.0,3.27,1.46,19.35,-0.44,0.67,-0.4
409446.0,2.71,1.33,18.06,-0.39,1.5,-0.35
409459.0,1.32,0.92,14.9,-0.29,1.61,-0.39
409472.0,0.92,-0.91,9.85,3.2,0.55,-0.74
409485.0,1.13,1.22,7.83,1.02,-0.23,-1.09
409498.0,0.91,-1.01,9.56,0.63,-0.84,-1.1
409511.0,0.17,-1.21,10.82,1.34,-1.09,-0.92
409524.0,0.2,-5.57,10.76,1.23,-1.29,0.17
409537.0,1.76,0.91,14.28,1.76,-1.09,0.12
409550.0,2.46,1.8,15.37,1.03,-0.31,0.18
409563.0,2.97,2.55,14.28,0.59,0.19,0.0
409576.0,2.45,1.47,12.48,0.08,0.99,-0.11
409589.0,1.41,0.89,7.24,-0.05,1.26,-0.14
409602.0,0.91,0.8,5.07,-0.14,1.45,-0.4
409615.0,-0.06,-0.13,1.86,-0.23,1.43,-0.54
409628.0,-0.44,-0.81,0.73,-0.35,1.33,-0.64
409641.0,-0.81,-1.55,-0.3,-0.45,0.8,-0.61
409655.0,-0.48,-1.42,-0.02,-0.49,0.43,-0.51
409668.0,-0.07,-2.15,2.86,-0.72,-0.3,-0.22
409681.0,-0.07,-2.25,5.18,-0.8,-0.59,0.04
409694.0,-0.48,-1.86,9.04,-1.02,-1.09,0.62
409707.0,-0.06,-0.53,11.51,-0.64,-1.32,0.86
409720.0,0.52,1.62,13.78,-0.2,-1.48,0.92
409733.0,1.07,1.88,17.6,-0.48,-1.4,0.71
409746.0,1.64,1.05,19.97,0.1,-0.62,0.61
409759.0,1.65,4.12,19.97,0.46,-0.2,0.44
409772.0,1.64,4.12,17.66,0.33,0.23,-0.3
409785.0,1.68,2.47,15.45,0.61,0.42,-0.49
409798.0,1.7,1.62,13.35,0.63,0.59,-0.51
409811.0,1.49,0.38,8.97,0.7,0.68,-0.37
409824.0,1.05,0.54,3.68,-0.43,0.42,0.1
409837.0,0.29,-1.18,-4.27,-0.84,-0.21,0.23
409850.0,0.27,-1.05,0.07,1.17,-0.49,0.24
409863.0,-0.47,0.86,2.8,0.18,-0.29,0.17
409876.0,1.63,2.31,11.21,-2.44,0.96,0.1
409889.0,0.68,0.44,6.74,-0.92,0.95,0.25
409903.0,3.02,-2.09,13.91,-1.46,1.91,0.49
409916.0,1.45,4.69,8.83,-0.54,1.93,0.42
409929.0,1.51,1.98,10.5,-0.9,0.86,-0.11
409942.0,0.1,-0.33,11.9,-0.45,0.25,-0.08
409955.0,-0.5,-1.07,10.75,0.97,-0.86,-0.06
409968.0,-0.24,-0.24,16.04,0.35,-0.99,0.04
409981.0,-0.08,0.99,16.84,0.92,-1.14,0.04
409994.0,-0.26,0.51,16.51,-0.05,-1.06,0.12
410007.0,0.14,-0.11,16.33,-0.09,-1.02,0.12
410020.0,0.79,-0.48,15.61,0.19,-0.83,0.07
410033.0,0.92,-0.45,14.79,0.53,-0.69,0.02
410046.0,1.19,0.44,11.59,1.03,-0.31,-0.08
410059.0,0.82,0.72,9.64,1.05,-0.01,-0.1
410072.0,-0.49,-0.27,3.47,0.52,0.53,-0.13
410085.0,-0.43,-0.47,0.62,0.26,0.66,-0.07
410098.0,-0.15,-0.4,-1.57,-0.15,0.68,0.01
410111.0,0.53,-0.78,-2.73,-0.25,0.59,0.06
410124.0,0.85,-0.67,-2.3,-0.07,0.24,0.06
410137.0,1.11,-0.17,0.9,0.01,0.03,0.01
410151.0,0.97,0.0,3.6,-0.59,-0.16,-0.08
410164.0,0.29,0.55,9.65,-1.28,-0.09,-0.18
410177.0,-0.27,0.16,12.4,-1.96,0.22,-0.34
410190.0,-0.76,-0.25,16.98,-1.63,0.28,-0.38
410203.0,-0.91,-0.69,18.61,-0.33,0.24,-0.33
410216.0,-0.62,-0.45,20.44,0.35,0.16,-0.26
410229.0,0.0,0.17,21.15,0.91,-0.05,-0.05
410242.0,1.28,1.32,20.14,0.77,-0.16,0.04
410255.0,2.37,1.75,18.22,0.56,-0.47,0.06
410268.0,2.39,2.2,12.94,0.31,-0.8,0.0
410281.0,1.7,1.55,10.01,0.09,-1.41,-0.1
410294.0,0.75,0.0,4.37,0.06,-1.48,-0.13
410307.0,0.38,-0.68,1.81,-0.03,-1.06,0.04
410320.0,0.08,-0.53,-0.99,0.04,-0.6,0.18
410333.0,0.65,-0.17,-1.03,-0.33,0.25,0.26
410346.0,1.63,-0.09,0.75,-0.64,0.65,0.22
410359.0,1.67,-0.42,2.33,-0.88,0.99,0.15
410372.0,0.22,-0.44,6.61,-1.36,1.49,-0.1
410385.0,0.03,-2.26,8.9,-1.14,1.62,-0.35
410399.0,-0.42,-1.94,14.54,-0.57,1.65,-0.54
410412.0,1.59,-2.86,20.8,-0.41,1.55,-0.46
410425.0,-1.54,0.41,20.51,0.85,2.19,-0.35
410438.0,-3.19,0.37,16.96,1.09,1.64,-0.36
410451.0,-0.78,0.13,17.2,0.64,-0.27,-0.03
410464.0,0.15,1.92,17.78,0.82,-0.97,0.16
410477.0,0.49,2.52,16.46,1.02,-2.08,0.25
410490.0,2.36,1.26,14.55,0.84,-2.38,0.21
410503.0,2.9,1.89,14.73,1.59,-2.36,0.05
410516.0,2.58,1.08,10.74,1.78,-1.92,0.07
410529.0,1.28,-0.33,7.51,0.51,-0.67,0.42
410542.0,-0.34,-1.92,2.18,0.07,-0.03,0.88
410555.0,-0.73,-0.11,0.47,0.23,1.5,0.73
410568.0,-0.2,0.62,-0.91,-0.01,1.95,0.45
410581.0,-0.43,1.01,-0.93,-0.5,2.36,0.11
410594.0,-0.65,0.52,-3.18,-1.54,1.96,-0.07
410607.0,1.08,-2.15,4.7,1.36,1.31,-0.21
410620.0,-0.2,3.24,9.44,3.22,1.31,0.14
410633.0,-0.65,1.65,12.84,-0.28,0.39,0.3
410646.0,-1.74,3.26,23.34,-0.82,0.48,0.1
410660.0,-4.0,2.94,22.36,0.73,-0.14,-0.09
410673.0,-2.82,1.85,24.38,0.49,-0.46,-0.12
410686.0,-1.62,0.35,20.99,0.95,-0.69,0.23
410699.0,-0.22,-0.09,16.04,1.44,-0.95,0.37
410712.0,0.59,0.78,14.46,1.45,-1.24,0.53
410725.0,1.63,1.48,7.63,0.99,-1.15,0.43
410738.0,2.15,2.21,4.13,1.14,-0.97,0.22
410751.0,2.14,2.44,-2.25,0.99,-0.21,-0.33
410764.0,1.73,2.0,-4.9,0.66,0.27,-0.59
410777.0,1.87,0.43,-7.23,-0.21,0.92,-0.85
410790.0,2.26,0.37,-7.34,-0.64,0.98,-0.88
410803.0,3.91,0.51,-3.0,-1.44,0.82,-0.87
410816.0,3.29,0.28,0.42,-1.71,0.68,-0.88
410829.0,2.18,0.16,4.06,-1.8,0.23,-0.86
410842.0,-0.07,-1.3,11.7,-1.55,0.03,-0.82
410855.0,-1.65,-1.64,16.3,-0.64,-0.19,-0.39
410868.0,-2.34,0.89,25.03,-0.56,-0.07,-0.09
410881.0,-3.34,1.97,27.86,-2.0,0.48,0.05
410894.0,-6.08,-1.56,26.82,-1.57,0.68,0.11
410908.0,-4.89,-0.61,22.8,0.23,0.09,0.07
410921.0,-0.71,2.27,18.61,0.76,-0.22,-0.08
410934.0,0.73,2.41,16.06,1.31,-0.89,-0.47
410947.0,1.74,1.89,10.37,1.84,-1.23,-0.65
410960.0,1.79,1.49,8.3,2.21,-1.56,-0.74
410973.0,1.18,1.02,1.07,1.88,-1.44,-0.65
410986.0,0.84,0.89,-1.4,0.89,-0.8,-0.26
410999.0,-0.11,0.04,-5.56,0.53,-0.38,-0.16
411012.0,0.36,0.23,-5.7,-0.27,0.39,-0.2
411025.0,2.13,0.27,-2.78,-0.7,0.55,-0.28
411038.0,2.57,-0.06,0.13,-1.02,0.84,-0.33
411051.0,1.64,1.13,7.71,-1.5,1.06,-0.41
411064.0,0.5,0.79,11.9,-1.95,1.47,-0.56
411077.0,-2.35,-1.52,19.77,-1.37,1.62,-0.5
411090.0,-3.49,-1.73,23.06,-0.56,1.71,-0.27
411103.0,-3.56,-0.53,26.76,0.35,1.88,0.32
411116.0,-3.54,0.78,24.89,0.53,1.92,0.58
411129.0,-2.77,2.21,20.0,0.33,1.64,0.74
411142.0,-2.25,4.36,18.33,0.53,1.12,0.67
411156.0,0.29,4.18,11.31,0.83,-0.48,0.26
411169.0,0.71,3.18,8.77,0.84,-1.33,-0.01
411182.0,1.23,0.31,3.33,0.78,-2.85,-0.12
411195.0,1.14,-1.12,-0.2,0.8,-3.25,-0.06
411208.0,0.63,-1.44,-3.69,0.97,-2.72,-0.05
411221.0,0.28,-0.57,-7.47,0.96,-1.81,-0.06
411234.0,0.42,-0.23,-6.87,0.59,0.43,-0.18
411247.0,0.67,-0.04,-1.31,0.54,1.41,-0.37
411260.0,0.45,0.34,4.5,-0.17,1.87,-0.74
411273.0,-0.04,0.89,9.18,-0.59,1.94,-0.83
411286.0,-0.18,1.18,11.46,-1.51,2.17,-1.08
411299.0,-3.31,2.0,18.95,-1.43,1.96,-1.06
411312.0,-4.3,1.72,22.17,-0.34,1.18,-0.72
411325.0,-4.72,2.04,25.66,0.1,0.9,-0.43
411338.0,-4.27,2.55,26.86,0.43,0.52,0.0
411351.0,-3.6,3.04,22.95,0.6,0.22,0.23
