time_s,axis,tremor_signal,tremor_amplitude,tremor_phase
1767577466.292983,gy,-0.0018776540091459946,0.0021854770240609155,9.9619667174905
1767577466.293226,gy,-0.0016705349442250343,0.002212067589458593,10.139627866558293
1767577466.293411,gy,-0.001404666966813732,0.002231653572332626,10.314756411617834
1767577466.293756,gy,-0.0010864833919029804,0.002261080956108818,10.494332392877538
1767577466.2938812,gy,-0.0007245842847972932,0.0022816218571083562,10.672404108210223
1767577466.294045,gy,-0.0003294960339540891,0.0023140026825045454,10.852696419619875
1767577466.294202,gy,8.665903257467954e-05,0.0023365536229390856,11.032671194447648
1767577466.294349,gy,0.0005105721307935547,0.002371148763140092,11.212600865532174
1767577466.294485,gy,0.0009282217324660721,0.0023959818090498607,11.393392297593698
1767577466.294625,gy,0.0013253931795027022,0.002431280980216818,11.572132678110153
1767577466.294911,gy,0.0016882231494178231,0.0024578388910577536,11.752751975408524
1767577466.295079,gy,0.0020037460356867576,0.002491783845344766,11.929803604892419
1767577466.295508,gy,0.002260418379146531,0.002518785282943854,12.109469655960211
1767577466.2956438,gy,0.0024485976363539464,0.0025490747783805303,12.284665766039767
1767577466.295777,gy,0.0025609528734907966,0.0025747338359209484,12.462860568354744
1767577466.295913,gy,0.0025927874477242947,0.0025991432813049858,12.636318515241824
1767577466.2960489,gy,0.0025422573687680842,0.0026214465713625037,12.81279112576853
1767577466.296184,gy,0.0024104737338326116,0.0026381080106782583,12.98483738651942
1767577466.2963572,gy,0.002201483150950229,0.00265509495414679,13.159573951551574
1767577466.296493,gy,0.0019221260183486754,0.0026627055688342328,13.330666895216345
1767577466.29661,gy,0.0015817785058528891,0.002672713286019639,13.503845911974832
1767577466.296724,gy,0.0011919897689885639,0.0026706620742013376,13.674509838042956
1767577466.2968378,gy,0.0007660310635851581,0.002672514405375842,13.84645633112005
1767577466.2969549,gy,0.0003183777420768089,0.0026609296624202873,14.01723054210526
1767577466.297068,gy,-0.00013585171177654494,0.0026540615465177895,14.188375664957631
1767577466.2971818,gy,-0.0005814736779299771,0.0026337860511501734,14.359775777083524
1767577466.297301,gy,-0.0010038082446982184,0.0026183010299218458,14.530621752446567
1767577466.2974231,gy,-0.0013892139870956201,0.0025908038569136013,14.70310710827555
1767577466.297536,gy,-0.001725566401839513,0.0025674674996562664,14.87419317114252
1767577466.2976482,gy,-0.0020026614709832695,0.0025347033451554334,15.048134140887418
1767577466.297761,gy,-0.0022125303431648757,0.002504878475142514,15.219997718096813
1767577466.297879,gy,-0.0023496560795159163,0.0024691064319251814,15.395639233212007
1767577466.2979882,gy,-0.00241108851730977,0.002434636492790118,15.568767706246701
1767577466.298097,gy,-0.0023964582682861856,0.0023982102785774376,15.746189908888972
1767577466.298207,gy,-0.0023078954283246534,0.002361256401238701,15.92096178115239
1767577466.298326,gy,-0.002149862517003828,0.0023263995458075322,16.100044560030845
1767577466.298437,gy,-0.001928914278009987,0.0022892385409878013,16.276665055222143
1767577466.29855,gy,-0.0016533990609449262,0.0022578233167366737,16.45706949637272
1767577466.298663,gy,-0.0013331175219226886,0.0022226205993659018,16.63551426176762
1767577466.2987862,gy,-0.0009789544658503591,0.002195977563755098,16.816698083901432
1767577466.2989,gy,-0.0006024990037514071,0.002164559284751269,16.99668672695987
1767577466.299011,gy,-0.0002156669185045135,0.0021433486099688443,17.177967538713187
1767577466.299121,gy,0.00016966272626915468,0.0021170058194831917,17.358988412152453
1767577466.299236,gy,0.0005419869854078397,0.0021011775405018417,17.539653595675922
1767577466.299349,gy,0.0008904871224715207,0.0020805386862974124,17.72104708750733
1767577466.2994602,gy,0.0012053003838737226,0.0020693948071589525,17.90048799716649
1767577466.299574,gy,0.0014777524961945398,0.0020543934260295847,18.081572889659245
1767577466.299694,gy,0.001700549645992188,0.0020467396645089866,18.259406999065966
1767577466.29981,gy,0.001867930034745954,0.0020366799952068167,18.43961554544143
1767577466.299924,gy,0.0019757760093517883,0.0020310308497469617,18.615762954030142
1767577466.300038,gy,0.0020216882728629855,0.0020247286007756505,18.794747642956946
1767577466.300156,gy,0.002005023829382277,0.002019520674118186,18.96944723716029
1767577466.3002691,gy,0.001926899122071799,0.002015482653716034,19.14713719241643
1767577466.300382,gy,0.001790159283601238,0.0020092607111700258,19.320910045031155
1767577466.300491,gy,0.001599313631966346,0.002005870516659648,19.497516311464466
1767577466.300593,gy,0.0013604367388134458,0.0019974305354973658,19.67109734482345
1767577466.30069,gy,0.0010810338205577623,0.001993120719791052,19.84708184838197
1767577466.300786,gy,0.0007698690187740435,0.0019816102376995263,20.021341725411514
1767577466.300887,gy,0.0004367554300050353,0.001975013288136127,20.197368477156317
1767577466.300985,gy,9.23065804046217e-05,0.0019599962217060826,20.37323953677612
1767577466.301082,gy,-0.00025234952598262173,0.0019500737372854843,20.550121280236517
1767577466.301179,gy,-0.0005858906339979409,0.0019315662904916655,20.72853143930968
1767577466.301277,gy,-0.0008971491030779527,0.001917716291026555,20.907176666506896
1767577466.301378,gy,-0.0011754810467396399,0.0018961942962362726,21.088987803575968
1767577466.301484,gy,-0.001411144643267932,0.0018783315150052156,21.27034497357792
1767577466.301583,gy,-0.001595673992919203,0.0018547020761847796,21.456288163982414
1767577466.301684,gy,-0.0017222328268258398,0.0018332994371383386,21.641278023237366
1767577466.301783,gy,-0.0017859309998655957,0.0018088247303029096,21.831878507608856
1767577466.3019588,gy,-0.00178408623674161,0.0017848977255359806,22.021304041450435
1767577466.302065,gy,-0.001716414222275101,0.0017610577724355369,22.216795445306346
1767577466.302173,gy,-0.001585131962320047,0.001736069606080562,22.41122484289765
1767577466.302272,gy,-0.00139496240787217,0.001714357407125152,22.61146589462744
1767577466.302367,gy,-0.001153032493093095,0.0016900274643737087,22.811100084829757
1767577466.3024662,gy,-0.000868661732051333,0.0016716888985397738,23.01552564399296
1767577466.30257,gy,-0.0005530440572662992,0.0016497081751620521,23.220087587451403
1767577466.302669,gy,-0.00021883139729520393,0.001635470817915721,23.42773909371819
1767577466.302764,gy,0.00012036668764934378,0.0016171664657879015,23.636444407732633
1767577466.3028622,gy,0.00045054751234745486,0.001607032249173936,23.84611399986566
1767577466.302966,gy,0.0007579194205126121,0.0015930644246021238,24.057774990580917
1767577466.303064,gy,0.0010295176153615575,0.0015862466132958298,24.268250273434624
1767577466.303158,gy,0.001253801726991115,0.0015764365699534957,24.481511783311667
1767577466.303257,gy,0.0014212048207985885,0.001571485103412863,24.691847278650105
1767577466.303355,gy,0.001524604819657936,0.0015648408602945728,24.905481484212235
1767577466.303453,gy,0.001559692197244557,0.0015599321927560828,25.115199626225603
1767577466.303548,gy,0.0015252122562747284,0.0015548661457355285,25.32835614986781
1767577466.303645,gy,0.0014230661832924517,0.0015481743030574602,25.537519092536616
1767577466.303746,gy,0.0012582620634591683,0.001542841102880775,25.749860805878853
1767577466.303841,gy,0.0010387146983159288,0.0015328926701434775,25.95901962378262
1767577466.303943,gy,0.0007749009042082428,0.0015255548162648428,26.170737873456037
1767577466.3040378,gy,0.00047938452861601215,0.0015114998112091555,26.38080609854911
1767577466.304138,gy,0.00016623232494289073,0.0015008498230605165,26.592551040666315
1767577466.304238,gy,-0.00014965222999209268,0.0014826207753048666,26.80464737691073
1767577466.3043358,gy,-0.0004532453322710128,0.0014680221835893777,27.017411431901028
1767577466.3044312,gy,-0.0007301342521687902,0.0014463783463054963,27.232689791498395
1767577466.304532,gy,-0.0009672268186252315,0.001428008401203655,27.447658981948628
1767577466.304628,gy,-0.0011534022431938904,0.0014044651211985932,27.66711753919554
1767577466.304725,gy,-0.0012800686954376023,0.001383344097197071,27.885478604740964
1767577466.304822,gy,-0.0013415971055376946,0.001359979239984714,28.109731081015163
1767577466.3049228,gy,-0.0013356065205328558,0.0013378622666793557,28.33241238984782
1767577466.3050282,gy,-0.0012630838210104067,0.0013169875183432398,28.561429112887442
1767577466.305126,gy,-0.0011283294121901873,0.0012960890348635988,28.78878133370717
1767577466.305224,gy,-0.0009387301130487145,0.00127979313700006,29.021670930990247
1767577466.305324,gy,-0.0007043701951985768,0.0012623374033792424,29.253169904947203
1767577466.3054268,gy,-0.000437500676900755,0.001251970606734685,29.488146562670195
1767577466.305525,gy,-0.0001518950036734724,0.0012396378239267953,29.722289743371203
1767577466.305623,gy,0.00013787422878538033,0.0012353950282105051,29.95696654713146
1767577466.305729,gy,0.00041719812617759466,0.0012288353483243695,30.19152285933127
1767577466.30583,gy,0.000672191927087138,0.0012296285100527485,30.423503591018406
1767577466.3059268,gy,0.0008904108380533939,0.0012282499842579614,30.656081386924935
1767577466.306025,gy,0.001061481516219082,0.0012319577538027148,30.88358638626478
1767577466.306127,gy,0.0011776143785963429,0.001234083103724323,31.1122460537173
1767577466.306228,gy,0.0012339690275585892,0.0012380750448491259,31.334461360049556
1767577466.306326,gy,0.0012288538940216148,0.0012413755508646894,31.558080847871324
1767577466.306423,gy,0.001163751176434499,0.0012430905323184787,31.775133993846204
1767577466.306517,gy,0.0010431686687422553,0.0012451008441185685,31.993447556862893
1767577466.306606,gy,0.0008743303974943662,0.0012424954245837507,32.20614652604794
1767577466.306692,gy,0.0006667273695473636,0.0012410467907067657,32.419573576469475
1767577466.30678,gy,0.00043155748413331504,0.00123284435057859,32.62909810605115
1767577466.306883,gy,0.00018108928771176985,0.0012263488419896897,32.83851548900127
1767577466.306976,gy,-7.20125050882469e-05,0.0012121092072018764,33.04616877343528
1767577466.307062,gy,-0.0003153609703717913,0.0011996992772078713,33.25271504174991
1767577466.3071492,gy,-0.0005374831218097913,0.0011797594125968998,33.459754441434384
1767577466.3072388,gy,-0.0007283844666223253,0.001161313426510306,33.66468544426377
1767577466.307325,gy,-0.0008800134372510691,0.0011366437742608901,33.872206158324495
1767577466.307412,gy,-0.0009866038053700599,0.001112725794146907,34.076783431118805
1767577466.307497,gy,-0.001044880858690692,0.001084730736480767,34.285621117105386
1767577466.3075898,gy,-0.0010541253849693755,0.001056461663830362,34.49100251433836
1767577466.3076758,gy,-0.0010160978364828638,0.0010267411819120996,34.701630963358454
1767577466.307762,gy,-0.000934832909513222,0.0009956103114672685,34.908736430143854
1767577466.3078568,gy,-0.0008163216828390406,0.0009656987424019894,35.12115705833525
1767577466.3079638,gy,-0.0006681039955161089,0.0009333248683258211,35.33050033542513
1767577466.308059,gy,-0.0004987975956677642,0.0009044318779165207,35.54414963453275
1767577466.308156,gy,-0.000317592648508999,0.0008722938775881499,35.75566098274671
1767577466.308243,gy,-0.0001337405628344524,0.0008450894818457672,35.96939127448125
1767577466.308331,gy,4.3935014198084174e-05,0.0008142671342862381,36.1822982430354
1767577466.308419,gy,0.00020747960220554977,0.0007887657973693975,36.39449081161017
1767577466.308505,gy,0.00035017984637262785,0.0007597522225643087,36.60733948849975
1767577466.3085911,gy,0.0004668487584991162,0.0007353434713182693,36.81615796397039
1767577466.308678,gy,0.000554012303768422,0.000707991685323646,37.02700634338686
1767577466.3087769,gy,0.0006099912352518171,0.0006836252215524029,37.230705621712076
1767577466.308861,gy,0.0006348781274196831,0.0006572559769753634,37.43741596559377
1767577466.3089468,gy,0.0006304154705743125,0.0006317312309567495,37.63455940732311
1767577466.309032,gy,0.0005997861004992584,0.0006053697112607272,37.8350359837974
1767577466.3091269,gy,0.000547331846940102,0.0005776423694916578,38.024498531228915
1767577466.309214,gy,0.00047821984015306387,0.0005503083220662528,38.21672341115148
1767577466.3092968,gy,0.00039807822547623497,0.0005197367980032686,38.39743287969887
1767577466.309386,gy,0.00031262403620312964,0.0004907151491272421,38.57920618442645
1767577466.30948,gy,0.0002273057210820205,0.00045721652336777315,38.749595849159256
1767577466.309574,gy,0.00014698137001021712,0.00042627561803933195,38.9178786181547
1767577466.309661,gy,7.565102894012166e-05,0.00039041421937845844,39.0749034221414
1767577466.30975,gy,1.625769887077586e-05,0.00035799700279211727,39.22447959903145
1767577466.309846,gy,-2.943308783524987e-05,0.00032108711183825536,39.36170402101195
1767577466.309933,gy,-6.0870436231260985e-05,0.00028858823350358446,39.48242919168461
1767577466.310016,gy,-7.867264827590969e-05,0.0002530010133109906,39.586108838111954
1767577466.310101,gy,-8.450492298107021e-05,0.00022341883567879244,39.65779755841395
1767577466.310195,gy,-8.089056435266816e-05,0.00019350295686571746,39.701186813193786
1767577466.3102798,gy,-7.09699321995476e-05,0.00017287025325611933,39.692952954998816
1767577466.310366,gy,-5.8224259979538653e-05,0.00015633502953114818,39.65153697469035
1767577466.310454,gy,-4.6183233884326634e-05,0.00015339621612992307,39.575724293963326
1767577466.310545,gy,-3.8135830312890885e-05,0.00015662427904712976,39.51586665033357
1767577466.3106298,gy,-3.686336985362507e-05,0.00017209512427829806,39.48578445169442
1767577466.310714,gy,-4.4412158476241056e-05,0.00018926258018684604,39.5067758774192
1767577466.3107998,gy,-6.192058623048603e-05,0.00021352971970093693,39.56412016826735
1767577466.310894,gy,-8.951227127093573e-05,0.00023537040858636813,39.66003297387816
1767577466.3109791,gy,-0.00012626289118949818,0.0002610910943551093,39.774667823477884
1767577466.311069,gy,-0.00017024386769849727,0.0002827882260614654,39.91593534746916
1767577466.311163,gy,-0.00021864122286144403,0.0003065997332292987,40.06384139818365
1767577466.3112571,gy,-0.00026794290420291834,0.00032638403714195226,40.23296983886451
1767577466.311393,gy,-0.000314182980126081,0.00034700548283420497,40.40225771731589
1767577466.3114822,gy,-0.00035322675784977273,0.00036461024595282155,40.590165870817174
1767577466.311567,gy,-0.00038107752499649784,0.00038189947570176167,40.77508373349733
1767577466.3116632,gy,-0.00039418361197604286,0.0003978427120792964,40.976435752026056
1767577466.3117492,gy,-0.00038972401683692556,0.000412384256676755,41.173751274333945
1767577466.3118348,gy,-0.0003658519921904641,0.00042754301791510994,41.38458325189857
1767577466.311918,gy,-0.0003218786839204037,0.0004403521144797389,41.59177682574775
1767577466.312012,gy,-0.00025838290663962636,0.0004556002029910875,41.80848810855289
1767577466.312099,gy,-0.00017723810650516618,0.00046780250272701905,42.02292176661103
1767577466.312184,gy,-8.155309865863946e-05,0.00048368649853448994,42.242084203518395
1767577466.3122718,gy,2.4471140227538084e-05,0.000496180785354613,42.46083983915353
1767577466.312356,gy,0.00013576086178012595,0.0005127016753205979,42.679492194992086
1767577466.312431,gy,0.0002466523756871093,0.0005258921065917667,42.8996783410471
1767577466.312508,gy,0.0003512213326593028,0.0005424628634829461,43.115743576875786
1767577466.312584,gy,0.0004436381832578272,0.0005561487599954614,43.33496742856184
1767577466.312661,gy,0.000518527436296449,0.0005717300553620722,43.54747390025359
1767577466.312738,gy,0.0005713076775868837,0.0005851730262987245,43.764175122375896
1767577466.3128152,gy,0.000598490239852746,0.0005985151203388632,43.97317896588563
1767577466.312893,gy,0.000597916888840244,0.0006106289557111161,44.186701769174874
1767577466.312974,gy,0.0005689206447192205,0.0006205282529738764,44.393019163999085
1767577466.313051,gy,0.0005123985581269886,0.0006301128086735676,44.60348889282864
1767577466.3131258,gy,0.00043079064670664837,0.0006356229784502852,44.808401230532816
1767577466.313204,gy,0.0003279650479827564,0.0006415840240861618,45.01653608367847
1767577466.313283,gy,0.00020901542399932713,0.0006421606785963436,45.221565972498205
1767577466.313361,gy,7.99822852718924e-05,0.0006436875833777684,45.428515114857724
1767577466.313438,gy,-5.248528203139703e-05,0.0006392677078147444,45.635288191689035
1767577466.313515,gy,-0.0001815073021645582,0.0006359617745387263,45.842523491601625
1767577466.3135948,gy,-0.0003003673705109667,0.0006269868501375522,46.052682537410014
1767577466.313673,gy,-0.00040290009247607013,0.000618942675597449,46.26192732456684
1767577466.313751,gy,-0.00048384788736174054,0.0006063323810159711,46.477048082000024
1767577466.3138292,gy,-0.0005391650965859943,0.0005941729600027994,46.69019936283768
1767577466.313908,gy,-0.0005662502537993801,0.0005792476735658065,46.91164998936709
1767577466.313985,gy,-0.000564091609279745,0.000564104402263201,47.13062456181145
1767577466.314063,gy,-0.0005333163941434156,0.000548444314921807,47.35930891196403
1767577466.3141398,gy,-0.0004761405278351027,0.0005318596546324015,47.58572296926418
1767577466.314222,gy,-0.0003962220406946343,0.0005170831213359713,47.82168028718061
1767577466.314301,gy,-0.00029842788046014135,0.0005008042433747695,48.05630363407386
1767577466.314398,gy,-0.00018852949348132012,0.0004882621599626721,48.29826066349268
1767577466.314548,gy,-7.284718944117141e-05,0.00047390855588192804,48.540358547814336
1767577466.314657,gy,4.213348651825511e-05,0.0004643443920612519,48.785548686184484
1767577466.314736,gy,0.00015014851951051947,0.0004530012128271675,49.03252913270053
1767577466.314815,gy,0.0002455205358237918,0.00044631033618536964,49.27718411527086
1767577466.314893,gy,0.0003234792425133526,0.0004382082516161519,49.52506366183875
1767577466.314994,gy,0.0003804175513281672,0.00043345923299591924,49.76558490202851
1767577466.315072,gy,0.00041406843997346306,0.0004279320015086325,50.01024493349821
1767577466.315153,gy,0.00042359324461656176,0.00042368754316234817,50.24438390288532
1767577466.315242,gy,0.00040957824482040306,0.0004194477010463318,50.482841626410135
1767577466.315325,gy,0.0003739426690891777,0.0004142257891873358,50.71015676187975
1767577466.315403,gy,0.00031976713902490134,0.0004097956391356681,50.94111936773064
1767577466.31548,gy,0.0002510565827562692,0.000402454735838539,51.162666628943185
1767577466.3155682,gy,0.00017245540695731343,0.00039654812603629673,51.38636100858978
1767577466.315653,gy,8.893506982369991e-05,0.0003864922217281071,51.60408981189662
1767577466.31573,gy,5.475156417859958e-06,0.0003782502875010439,51.82180332231326
1767577466.3158069,gy,-7.32413246843675e-05,0.0003654718119443823,52.03804713079837
1767577466.315884,gy,-0.00014309936501984507,0.00035455995919998767,52.2517237460293
1767577466.315968,gy,-0.000200773852293266,0.0003395798189025946,52.468876759631186
1767577466.3160472,gy,-0.00024388943680054136,0.0003261888016796148,52.68086150008633
1767577466.316125,gy,-0.0002711102927436405,0.00030993904621108673,52.90113926838794
1767577466.316202,gy,-0.00028215655482198776,0.0002947245074187535,53.1139893954565
1767577466.316287,gy,-0.0002777492329390807,0.0002783923763291134,53.339088424013816
1767577466.316365,gy,-0.00025949029988589224,0.0002623655278369304,53.55525701345235
1767577466.31644,gy,-0.00022968907239461698,0.0002471963290998409,53.78569215940266
1767577466.3165178,gy,-0.00019114958843011377,0.00023155778017174057,54.00679431698025
1767577466.316603,gy,-0.0001469360610208999,0.00021860863455679092,54.24077339137184
1767577466.31668,gy,-0.00010013445163470284,0.0002045102637351867,54.46620556985573
1767577466.316756,gy,-5.3627786322838764e-05,0.00019437994823205738,54.698354303433305
1767577466.316836,gy,-9.901227508560714e-06,0.00018263888242866933,54.92363280219099
1767577466.31692,gy,2.910970442210649e-05,0.0001752940714297648,55.14470642247817
1767577466.316998,gy,6.211786810070794e-05,0.00016619788669146497,55.36092931317611
1767577466.317076,gy,8.852450797637518e-05,0.0001611038554385246,55.55962180054033
1767577466.317154,gy,0.00010839941988553811,0.000154535092536469,55.755308441327685
1767577466.317235,gy,0.00012240472171127305,0.00015118226178667806,55.9214270058855
1767577466.3173351,gy,0.00013166985956063591,0.00014713140036230665,56.086108503509735
1767577466.317416,gy,0.0001376290264073525,0.00014572321893328432,56.213803800146046
1767577466.317495,gy,0.00014183489938329535,0.0001448967283441046,56.34272624554804
1767577466.317582,gy,0.0001457643903203643,0.00014671040214533885,56.435044707650256
1767577466.317665,gy,0.00015063285931994868,0.00015064633097081526,56.535294132767625
1767577466.3177412,gy,0.0001572328870060285,0.0001575169426525942,56.608732333038354
1767577466.317825,gy,0.00016581216089465927,0.00016773300999671883,56.700152084112
1767577466.317909,gy,0.000176002264582884,0.0001807506603452314,56.77839044588737
1767577466.317995,gy,0.00018680627727328246,0.00019760869385015026,56.880845854941256
1767577466.318073,gy,0.00019664842112176737,0.00021640583033934353,56.979299904292006
1767577466.318151,gy,0.00020348397214740087,0.00023902520483190946,57.10099157652294
1767577466.318226,gy,0.0002049626761682708,0.0002623009935918703,57.22255378158057
1767577466.318309,gy,0.0001986343304904703,0.0002892427741330988,57.362470573978406
1767577466.3183858,gy,0.00018218138100443247,0.00031551909132175837,57.50392092087571
1767577466.318463,gy,0.00015366073516056485,0.0003453049798240332,57.65828976868455
1767577466.318544,gy,0.0001117357628752688,0.00037331106204545523,57.81549459062842
1767577466.318628,gy,5.587966754199515e-05,0.0004046373079120082,57.98092317406562
1767577466.318706,gy,-1.3467098733583133e-05,0.0004334378087616812,58.15053952183166
1767577466.318783,gy,-9.480009482827404e-05,0.00046526080409918746,58.32465788389793
1767577466.318862,gy,-0.0001855259216704248,0.0004942876385483305,58.50422765658057
1767577466.318946,gy,-0.0002820155975228229,0.0005258734991465774,58.685487979375644
1767577466.319024,gy,-0.00037973767363617126,0.0005549146091420341,58.873131143134906
1767577466.3191009,gy,-0.000473467010405564,0.0005858660165209642,59.06046659202551
1767577466.319179,gy,-0.0005575596916878538,0.0006150135387876071,59.25457542655217
1767577466.319264,gy,-0.0006262794315970207,0.0006452606634876368,59.44710721071926
1767577466.319339,gy,-0.0006741563585187079,0.0006748130974801892,59.646138451224516
1767577466.319417,gy,-0.0006963556584228231,0.0007045548917960225,59.84296999720494
1767577466.31951,gy,-0.0006890316084084198,0.0007348774558563677,60.04535302380379
1767577466.319606,gy,-0.000649642276808111,0.0007644699986602597,60.24546173883355
1767577466.319684,gy,-0.0005772016807524532,0.0007958332338472144,60.449616180420776
